Latitude,Longitude,Depth(m),E1,E2,PeakSV,Time(UTC),"Track Name"
48.6402687576061,17.2891996648448,0.89,20.751,10.998,170.321,2020-03-19T12:49:04,"Chart 19_03_2020 [0]"
48.6402508899112,17.2891996648448,0.87,17.358,5.165,174.074,2020-03-19T12:49:05,"Chart 19_03_2020 [0]"
48.6402508899112,17.2892176915908,0.85,11.540,3.358,175.924,2020-03-19T12:49:06,"Chart 19_03_2020 [0]"
48.6402508899112,17.2892357183367,0.60,4.524,0.010,184.002,2020-03-19T12:49:08,"Chart 19_03_2020 [0]"
48.6402330222101,17.2892357183367,0.00,80.427,77.063,208.798,2020-03-19T12:49:09,"Chart 19_03_2020 [0]"
48.6402330222101,17.2892537450827,0.00,183.514,182.919,230.605,2020-03-19T12:49:10,"Chart 19_03_2020 [0]"
48.6402330222101,17.2892627584556,0.42,142.107,137.274,223.587,2020-03-19T12:49:12,"Chart 19_03_2020 [0]"
48.6402151545026,17.2892627584556,0.38,41.423,33.258,206.904,2020-03-19T12:49:13,"Chart 19_03_2020 [0]"
48.6401972867888,17.2892627584556,0.00,53.139,48.322,210.980,2020-03-19T12:49:15,"Chart 19_03_2020 [0]"
48.6401853749761,17.2892627584556,0.76,131.174,127.227,222.087,2020-03-19T12:49:18,"Chart 19_03_2020 [0]"
48.6401675072517,17.2892537450827,0.83,105.389,93.546,203.395,2020-03-19T12:49:21,"Chart 19_03_2020 [0]"
48.640149639521,17.2892357183367,0.56,27.767,14.848,176.036,2020-03-19T12:49:24,"Chart 19_03_2020 [0]"
48.640149639521,17.2892176915908,0.63,16.936,5.206,180.869,2020-03-19T12:49:26,"Chart 19_03_2020 [0]"
48.640131771784,17.2891996648448,0.55,20.199,6.727,182.377,2020-03-19T12:49:28,"Chart 19_03_2020 [0]"
48.640131771784,17.2891816380989,0.50,16.599,4.511,181.563,2020-03-19T12:49:30,"Chart 19_03_2020 [0]"
48.640149639521,17.2891636113529,0.74,22.487,5.917,186.336,2020-03-19T12:49:32,"Chart 19_03_2020 [0]"
48.640149639521,17.289145584607,0.79,28.335,10.214,181.674,2020-03-19T12:49:33,"Chart 19_03_2020 [0]"
48.640149639521,17.289136571234,0.76,30.419,12.809,179.349,2020-03-19T12:49:35,"Chart 19_03_2020 [0]"
